Lysate_sample	Dataset	Variable	Term	Value
L82	snake_221019	lp__	sd	1.209909624570934
L82	snake_221019	lp__	x2.5	39557160.13416002
L82	snake_221019	lp__	x25	39557162.63563354
L82	snake_221019	lp__	x50	39557163.490969464
L82	snake_221019	lp__	x75	39557164.0760623
L82	snake_221019	lp__	x97.5	39557164.56851068
L82	snake_221019	lp__	n_eff	579.5976498561294
L82	snake_221019	lp__	Rhat	1.0092358532913082
L83	snake_221019	mixing_Sup	mean	1.0305193570903912
L83	snake_221019	mixing_Sup	se_mean	1.2859859131788306e-4
L83	snake_221019	mixing_Sup	sd	0.00422703990346259
L83	snake_221019	mixing_Sup	x2.5	1.021865269846302
L83	snake_221019	mixing_Sup	x25	1.0276861612523975
L83	snake_221019	mixing_Sup	x50	1.0305795466845886
L83	snake_221019	mixing_Sup	x75	1.033419542782391
L83	snake_221019	mixing_Sup	x97.5	1.0388071337793416
L83	snake_221019	mixing_Sup	n_eff	1080.4390505526992
L83	snake_221019	mixing_Sup	Rhat	1.0024678077621054
L83	snake_221019	mixing_Pellet	mean	0.17021876038066716
L83	snake_221019	mixing_Pellet	se_mean	1.0752228401526224e-4
L83	snake_221019	mixing_Pellet	sd	0.00337687360172049
L83	snake_221019	mixing_Pellet	x2.5	0.16374400950814913
L83	snake_221019	mixing_Pellet	x25	0.16803128960470928
L83	snake_221019	mixing_Pellet	x50	0.1702109079497921
L83	snake_221019	mixing_Pellet	x75	0.17245003461137626
L83	snake_221019	mixing_Pellet	x97.5	0.17698445292988516
L83	snake_221019	mixing_Pellet	n_eff	986.3536311114244
L83	snake_221019	mixing_Pellet	Rhat	1.0044933554409985
L83	snake_221019	phi	mean	63.786689746120146
L83	snake_221019	phi	se_mean	0.053937914518256
L83	snake_221019	phi	sd	1.6723097882672104
L83	snake_221019	phi	x2.5	60.51908238265762
L83	snake_221019	phi	x25	62.64023766480808
L83	snake_221019	phi	x50	63.81486284509867
L83	snake_221019	phi	x75	64.81436453163808
L83	snake_221019	phi	x97.5	67.1277292331395
L83	snake_221019	phi	n_eff	961.2694985073427
L83	snake_221019	phi	Rhat	1.0027910191335512
L83	snake_221019	lp__	mean	53746152.04831896
L83	snake_221019	lp__	se_mean	0.05067273874206954
L83	snake_221019	lp__	sd	1.2591503449561652
L83	snake_221019	lp__	x2.5	53746148.83735479
L83	snake_221019	lp__	x25	53746151.425385326
L83	snake_221019	lp__	x50	53746152.363021664
L83	snake_221019	lp__	x75	53746153.00803065
L83	snake_221019	lp__	x97.5	53746153.51948012
L83	snake_221019	lp__	n_eff	617.4565792246652
L83	snake_221019	lp__	Rhat	1.005867530988793
L84	snake_221019	mixing_Sup	mean	1.4242695766206173
L84	snake_221019	mixing_Sup	se_mean	2.511888867612171e-4
L84	snake_221019	mixing_Sup	sd	0.00782073535198762
L84	snake_221019	mixing_Sup	x2.5	1.4092505766131689
L84	snake_221019	mixing_Sup	x25	1.418773983477115
L84	snake_221019	mixing_Sup	x50	1.4244321217495388
L84	snake_221019	mixing_Sup	x75	1.429651257115272
L84	snake_221019	mixing_Sup	x97.5	1.4395600014636674
L84	snake_221019	mixing_Sup	n_eff	969.3806299889986
L84	snake_221019	mixing_Sup	Rhat	1.0017842959588186
L84	snake_221019	mixing_Pellet	mean	0.19165108370968884
L84	snake_221019	mixing_Pellet	se_mean	1.2047606164195596e-4
L84	snake_221019	mixing_Pellet	sd	0.00359895018239447
L84	snake_221019	mixing_Pellet	x2.5	0.1847512214472825
L84	snake_221019	mixing_Pellet	x25	0.1890799839415998
L84	snake_221019	mixing_Pellet	x50	0.19171801835215588
L84	snake_221019	mixing_Pellet	x75	0.1940674314493607
L84	snake_221019	mixing_Pellet	x97.5	0.1985626733015451
L84	snake_221019	mixing_Pellet	n_eff	892.3806530004978
L84	snake_221019	mixing_Pellet	Rhat	1.0021810931082882
L84	snake_221019	phi	mean	49.80802848357065
L84	snake_221019	phi	se_mean	0.03642504613595768
L84	snake_221019	phi	sd	1.1804196167178835
L84	snake_221019	phi	x2.5	47.511376139391274
L84	snake_221019	phi	x25	48.999279063063256
L84	snake_221019	phi	x50	49.8010297577292
L84	snake_221019	phi	x75	50.57512599005883
L84	snake_221019	phi	x97.5	52.12962141945108
L84	snake_221019	phi	n_eff	1050.201454214278
L84	snake_221019	phi	Rhat	0.9998891544601308
L84	snake_221019	lp__	mean	39580599.69403943
L84	snake_221019	lp__	se_mean	0.04186913413456579
L84	snake_221019	lp__	sd	1.2014538891057125
L84	snake_221019	lp__	x2.5	39580596.380003706
L84	snake_221019	lp__	x25	39580599.212938294
L84	snake_221019	lp__	x50	39580600.03309265
L84	snake_221019	lp__	x75	39580600.53743144
L84	snake_221019	lp__	x97.5	39580601.09752798
L84	snake_221019	lp__	n_eff	823.4291851639141
L84	snake_221019	lp__	Rhat	0.9990743333234312
L89	snake_230331	mixing_Sup	mean	0.6036249556459149
L89	snake_230331	mixing_Sup	se_mean	3.208168866229138e-5
L89	snake_230331	mixing_Sup	sd	0.00114468078392641
L89	snake_230331	mixing_Sup	x2.5	0.6014632235392303
L89	snake_230331	mixing_Sup	x25	0.6028528487396181
L89	snake_230331	mixing_Sup	x50	0.6036150985492232
L89	snake_230331	mixing_Sup	x75	0.6043775014572126
L89	snake_230331	mixing_Sup	x97.5	0.6059530223483123
L89	snake_230331	mixing_Sup	n_eff	1273.0760405918954
L89	snake_230331	mixing_Sup	Rhat	1.0015598222571842
L89	snake_230331	mixing_Pellet	mean	0.22210518703761303
L89	snake_230331	mixing_Pellet	se_mean	5.4534980674436456e-5
L89	snake_230331	mixing_Pellet	sd	0.00178108475703917
L89	snake_230331	mixing_Pellet	x2.5	0.21878919390324264
L89	snake_230331	mixing_Pellet	x25	0.2208552669886523
L89	snake_230331	mixing_Pellet	x50	0.22207073980282516
L89	snake_230331	mixing_Pellet	x75	0.22325738194515657
L89	snake_230331	mixing_Pellet	x97.5	0.22570607941552345
L89	snake_230331	mixing_Pellet	n_eff	1066.642408094866
L89	snake_230331	mixing_Pellet	Rhat	1.0022400668805795
L89	snake_230331	phi	mean	294.42930323620163
L89	snake_230331	phi	se_mean	0.31297835012748354
L89	snake_230331	phi	sd	8.864055014970596
L89	snake_230331	phi	x2.5	277.1444480694129
L89	snake_230331	phi	x25	288.44301989178246
L89	snake_230331	phi	x50	294.3129233776712
L89	snake_230331	phi	x75	300.19400970351563
L89	snake_230331	phi	x97.5	311.6332698055771
L89	snake_230331	phi	n_eff	802.1143611159961
L89	snake_230331	phi	Rhat	0.9997851289400403
L89	snake_230331	lp__	mean	196743894.19645995
L89	snake_230331	lp__	se_mean	0.04395123669530005
L89	snake_230331	lp__	sd	1.2400027540641796
L89	snake_230331	lp__	x2.5	196743891.04989624
L89	snake_230331	lp__	x25	196743893.64935648
L89	snake_230331	lp__	x50	196743894.52320248
L89	snake_230331	lp__	x75	196743895.10833853
L89	snake_230331	lp__	x97.5	196743895.6291588
L89	snake_230331	lp__	n_eff	795.9817308498455
L89	snake_230331	lp__	Rhat	1.002628493430708
L90	snake_230331	mixing_Sup	mean	0.6625646288950854
L90	snake_230331	mixing_Sup	se_mean	3.999436021041925e-5
L90	snake_230331	mixing_Sup	sd	0.00127332386302161
L90	snake_230331	mixing_Sup	x2.5	0.6601163268639071
L90	snake_230331	mixing_Sup	x25	0.6616867036985865
L90	snake_230331	mixing_Sup	x50	0.6625356313945441
L90	snake_230331	mixing_Sup	x75	0.663453787924982
L90	snake_230331	mixing_Sup	x97.5	0.6650351506994022
L90	snake_230331	mixing_Sup	n_eff	1013.63185095475
L90	snake_230331	mixing_Sup	Rhat	1.0021035225263917
L90	snake_230331	mixing_Pellet	mean	0.24174731134482708
L90	snake_230331	mixing_Pellet	se_mean	6.904284897865488e-5
L90	snake_230331	mixing_Pellet	sd	0.00201951108343211
L90	snake_230331	mixing_Pellet	x2.5	0.2378768291286772
L90	snake_230331	mixing_Pellet	x25	0.24036434535552287
L90	snake_230331	mixing_Pellet	x50	0.24177659750916403
L90	snake_230331	mixing_Pellet	x75	0.24316078485554005
L90	snake_230331	mixing_Pellet	x97.5	0.24545236833900627
L90	snake_230331	mixing_Pellet	n_eff	855.5690672702467
L90	snake_230331	mixing_Pellet	Rhat	1.0021372534241677
L90	snake_230331	phi	mean	323.2315423970218
L90	snake_230331	phi	se_mean	0.28534435762037025
L90	snake_230331	phi	sd	8.695073702762485
L90	snake_230331	phi	x2.5	305.470648352265
L90	snake_230331	phi	x25	317.68997066395457
L90	snake_230331	phi	x50	323.33716591570965
L90	snake_230331	phi	x75	329.22969724238885
L90	snake_230331	phi	x97.5	340.05100180127334
L90	snake_230331	phi	n_eff	928.5556922872644
L90	snake_230331	phi	Rhat	1.0030735713730805
L90	snake_230331	lp__	mean	224140158.55084845
L90	snake_230331	lp__	se_mean	0.04094610779734257
L90	snake_230331	lp__	sd	1.1755744037307034
L90	snake_230331	lp__	x2.5	224140155.542026
L90	snake_230331	lp__	x25	224140158.0441386
L90	snake_230331	lp__	x50	224140158.84626096
L90	snake_230331	lp__	x75	224140159.42062303
L90	snake_230331	lp__	x97.5	224140159.89903948
L90	snake_230331	lp__	n_eff	824.2804356521018
L90	snake_230331	lp__	Rhat	0.9993833759327572
L91	snake_230331	mixing_Sup	mean	0.9109612024300222
L91	snake_230331	mixing_Sup	se_mean	4.8263203907136024e-5
L91	snake_230331	mixing_Sup	sd	0.00156239313465445
L91	snake_230331	mixing_Sup	x2.5	0.9078794207797886
L91	snake_230331	mixing_Sup	x25	0.9098771270107844
L91	snake_230331	mixing_Sup	x50	0.910965334623244
L91	snake_230331	mixing_Sup	x75	0.912035666673224
L91	snake_230331	mixing_Sup	x97.5	0.914041675214816
L91	snake_230331	mixing_Sup	n_eff	1047.96878380527
L91	snake_230331	mixing_Sup	Rhat	1.0036552291129843
L91	snake_230331	mixing_Pellet	mean	0.2547322591922102
L91	snake_230331	mixing_Pellet	se_mean	6.678905015946848e-5
L91	snake_230331	mixing_Pellet	sd	0.00196637631567924
L91	snake_230331	mixing_Pellet	x2.5	0.25102502881467675
L91	snake_230331	mixing_Pellet	x25	0.2533325862920535
L91	snake_230331	mixing_Pellet	x50	0.2547180507501836
L91	snake_230331	mixing_Pellet	x75	0.25615894400120853
L91	snake_230331	mixing_Pellet	x97.5	0.2584064715926001
L91	snake_230331	mixing_Pellet	n_eff	866.8076487847208
L91	snake_230331	mixing_Pellet	Rhat	1.006887813756573
L91	snake_230331	phi	mean	368.1289637535229
L91	snake_230331	phi	se_mean	0.3953743049005189
L91	snake_230331	phi	sd	10.698679011559287
L91	snake_230331	phi	x2.5	347.5347517816412
L91	snake_230331	phi	x25	361.031257287223
L91	snake_230331	phi	x50	367.9174425659604
L91	snake_230331	phi	x75	374.7353194071723
L91	snake_230331	phi	x97.5	390.7177205487451
L91	snake_230331	phi	n_eff	732.2231116340309
L91	snake_230331	phi	Rhat	1.0035500947410634
L91	snake_230331	lp__	mean	259809443.93811852
L91	snake_230331	lp__	se_mean	0.04660126801844058
L91	snake_230331	lp__	sd	1.2152910048951784
L91	snake_230331	lp__	x2.5	259809440.73510697
L91	snake_230331	lp__	x25	259809443.4211084
L91	snake_230331	lp__	x50	259809444.263312
L91	snake_230331	lp__	x75	259809444.81415653
L91	snake_230331	lp__	x97.5	259809445.3060121
L91	snake_230331	lp__	n_eff	680.0879796789266
L91	snake_230331	lp__	Rhat	1.0039162149500682
L92	snake_230331	mixing_Sup	mean	0.780548951657021
L92	snake_230331	mixing_Sup	se_mean	3.557127379563556e-5
L92	snake_230331	mixing_Sup	sd	0.00131331984902253
L92	snake_230331	mixing_Sup	x2.5	0.777982372015077
L92	snake_230331	mixing_Sup	x25	0.7796483224308061
L92	snake_230331	mixing_Sup	x50	0.7805349486117897
L92	snake_230331	mixing_Sup	x75	0.7814434925719255
L92	snake_230331	mixing_Sup	x97.5	0.7832013186845969
L92	snake_230331	mixing_Sup	n_eff	1363.1453968053752
L92	snake_230331	mixing_Sup	Rhat	0.9987498015332916
L92	snake_230331	mixing_Pellet	mean	0.22725604586385384
L92	snake_230331	mixing_Pellet	se_mean	5.487599711740417e-5
L92	snake_230331	mixing_Pellet	sd	0.00181862497245786
L92	snake_230331	mixing_Pellet	x2.5	0.22359595409575017
L92	snake_230331	mixing_Pellet	x25	0.2260478714183933
L92	snake_230331	mixing_Pellet	x50	0.22726954706718697
L92	snake_230331	mixing_Pellet	x75	0.2284806540494124
L92	snake_230331	mixing_Pellet	x97.5	0.2308220666868827
L92	snake_230331	mixing_Pellet	n_eff	1098.3011829999205
L92	snake_230331	mixing_Pellet	Rhat	0.9989252194096522
L92	snake_230331	phi	mean	373.294665671024
L92	snake_230331	phi	se_mean	0.3760027239639454
L92	snake_230331	phi	sd	10.827252268083202
L92	snake_230331	phi	x2.5	351.887935524724
L92	snake_230331	phi	x25	366.0134753072238
L92	snake_230331	phi	x50	373.1386963750999
L92	snake_230331	phi	x75	380.55679102280305
L92	snake_230331	phi	x97.5	394.6924513432088
L92	snake_230331	phi	n_eff	829.1909032551125
L92	snake_230331	phi	Rhat	0.9996985826910992
L92	snake_230331	lp__	mean	236418471.39374065
L92	snake_230331	lp__	se_mean	0.04285440833976623
L92	snake_230331	lp__	sd	1.1740363149056978
L92	snake_230331	lp__	x2.5	236418468.21597305
L92	snake_230331	lp__	x25	236418470.83309108
L92	snake_230331	lp__	x50	236418471.69676888
L92	snake_230331	lp__	x75	236418472.2668234
L92	snake_230331	lp__	x97.5	236418472.73785996
L92	snake_230331	lp__	n_eff	750.5369087585684
L92	snake_230331	lp__	Rhat	1.001147343904162
L93	snake_230331	mixing_Sup	mean	0.9542193146532014
L93	snake_230331	mixing_Sup	se_mean	5.7777013375691965e-5
L93	snake_230331	mixing_Sup	sd	0.00191972159870966
L93	snake_230331	mixing_Sup	x2.5	0.95032524920652
L93	snake_230331	mixing_Sup	x25	0.9529710298840166
L93	snake_230331	mixing_Sup	x50	0.9541921656546524
L93	snake_230331	mixing_Sup	x75	0.9555027219595744
L93	snake_230331	mixing_Sup	x97.5	0.9579823654739926
L93	snake_230331	mixing_Sup	n_eff	1103.993014576937
L93	snake_230331	mixing_Sup	Rhat	1.000541912275587
L93	snake_230331	mixing_Pellet	mean	0.2865766813545026
L93	snake_230331	mixing_Pellet	se_mean	7.970532386730964e-5
L93	snake_230331	mixing_Pellet	sd	0.00245668142089549
L93	snake_230331	mixing_Pellet	x2.5	0.28192252026031467
L93	snake_230331	mixing_Pellet	x25	0.2848732262279696
L93	snake_230331	mixing_Pellet	x50	0.28650176505136227
L93	snake_230331	mixing_Pellet	x75	0.288268028011119
L93	snake_230331	mixing_Pellet	x97.5	0.29129091134803453
L93	snake_230331	mixing_Pellet	n_eff	949.9987224211666
L93	snake_230331	mixing_Pellet	Rhat	1.0004713012680242
L93	snake_230331	phi	mean	282.98431251284956
L93	snake_230331	phi	se_mean	0.2970212531255924
L93	snake_230331	phi	sd	7.875246731767377
L93	snake_230331	phi	x2.5	266.95719303481417
L93	snake_230331	phi	x25	278.04992742878306
L93	snake_230331	phi	x50	283.15842707496273
L93	snake_230331	phi	x75	287.9646704867903
L93	snake_230331	phi	x97.5	298.94841919861574
L93	snake_230331	phi	n_eff	702.9966997431657
L93	snake_230331	phi	Rhat	1.0038572106613013
L93	snake_230331	lp__	mean	249853072.3064156
L93	snake_230331	lp__	se_mean	0.05242523348927424
L93	snake_230331	lp__	sd	1.250153280992146
L93	snake_230331	lp__	x2.5	249853068.91687423
L93	snake_230331	lp__	x25	249853071.7524562
L93	snake_230331	lp__	x50	249853072.66221339
L93	snake_230331	lp__	x75	249853073.23969457
L93	snake_230331	lp__	x97.5	249853073.70182663
L93	snake_230331	lp__	n_eff	568.6509686411449
L93	snake_230331	lp__	Rhat	1.003632703230684
L94	snake_230331	mixing_Sup	mean	0.8343365217875429
L94	snake_230331	mixing_Sup	se_mean	4.0580667776257685e-5
L94	snake_230331	mixing_Sup	sd	0.00138489006414873
L94	snake_230331	mixing_Sup	x2.5	0.8314913138990401
L94	snake_230331	mixing_Sup	x25	0.8334467372258028
L94	snake_230331	mixing_Sup	x50	0.8343496573956354
L94	snake_230331	mixing_Sup	x75	0.8352543029831808
L94	snake_230331	mixing_Sup	x97.5	0.8369981689484126
L94	snake_230331	mixing_Sup	n_eff	1164.6413897901225
L94	snake_230331	mixing_Sup	Rhat	0.9987274601293396
L94	snake_230331	mixing_Pellet	mean	0.21004289271766216
L94	snake_230331	mixing_Pellet	se_mean	5.239208670321364e-5
L94	snake_230331	mixing_Pellet	sd	0.00162193616921337
L94	snake_230331	mixing_Pellet	x2.5	0.20685569259470263
L94	snake_230331	mixing_Pellet	x25	0.20892345505482385
L94	snake_230331	mixing_Pellet	x50	0.21006621008595264
L94	snake_230331	mixing_Pellet	x75	0.2110884824145776
L94	snake_230331	mixing_Pellet	x97.5	0.21332981237866516
L94	snake_230331	mixing_Pellet	n_eff	958.3764318457786
L94	snake_230331	mixing_Pellet	Rhat	0.9995555956101642
L94	snake_230331	phi	mean	390.60125294982595
L94	snake_230331	phi	se_mean	0.4125301595185141
L94	snake_230331	phi	sd	11.533190037061171
L94	snake_230331	phi	x2.5	367.90101273201515
L94	snake_230331	phi	x25	382.9353463595695
L94	snake_230331	phi	x50	390.7094206499728
L94	snake_230331	phi	x75	398.48217936685023
L94	snake_230331	phi	x97.5	412.4514851743285
L94	snake_230331	phi	n_eff	781.605284130414
L94	snake_230331	phi	Rhat	1.0014768618587526
L94	snake_230331	lp__	mean	249194253.3387792
L94	snake_230331	lp__	se_mean	0.04399963781389732
L94	snake_230331	lp__	sd	1.2673794957362812
L94	snake_230331	lp__	x2.5	249194249.7931454
L94	snake_230331	lp__	x25	249194252.77532923
L94	snake_230331	lp__	x50	249194253.69938445
L94	snake_230331	lp__	x75	249194254.2544275
L94	snake_230331	lp__	x97.5	249194254.7551257
L94	snake_230331	lp__	n_eff	829.6886519904192
L94	snake_230331	lp__	Rhat	1.001735568500214
L95	snake_230331	mixing_Sup	mean	1.0278802476792448
L95	snake_230331	mixing_Sup	se_mean	5.6433821643950184e-5
L95	snake_230331	mixing_Sup	sd	0.00198096838779072
L95	snake_230331	mixing_Sup	x2.5	1.0240469637460758
L95	snake_230331	mixing_Sup	x25	1.0265490262590589
L95	snake_230331	mixing_Sup	x50	1.0278748871076204
L95	snake_230331	mixing_Sup	x75	1.0291842988216904
L95	snake_230331	mixing_Sup	x97.5	1.0317810807650123
L95	snake_230331	mixing_Sup	n_eff	1232.1857096900958
L95	snake_230331	mixing_Sup	Rhat	0.999266073370357
L95	snake_230331	mixing_Pellet	mean	0.24797456792217265
L95	snake_230331	mixing_Pellet	se_mean	5.8025506733115166e-5
L95	snake_230331	mixing_Pellet	sd	0.00195497107311028
L95	snake_230331	mixing_Pellet	x2.5	0.24409591546865103
L95	snake_230331	mixing_Pellet	x25	0.2466645499448875
L95	snake_230331	mixing_Pellet	x50	0.24794032021168025
L95	snake_230331	mixing_Pellet	x75	0.24929360869012035
L95	snake_230331	mixing_Pellet	x97.5	0.2516158773465226
L95	snake_230331	mixing_Pellet	n_eff	1135.122645312748
L95	snake_230331	mixing_Pellet	Rhat	0.9998632951817992
L95	snake_230331	phi	mean	281.1275431398686
L95	snake_230331	phi	se_mean	0.32261086928332666
L95	snake_230331	phi	sd	7.685112280785665
L95	snake_230331	phi	x2.5	266.2818447830668
L95	snake_230331	phi	x25	276.33073087126365
L95	snake_230331	phi	x50	281.00417275615587
L95	snake_230331	phi	x75	286.1926474156006
L95	snake_230331	phi	x97.5	296.4073186909256
L95	snake_230331	phi	n_eff	567.4693940633942
L95	snake_230331	phi	Rhat	1.003091952052917
L95	snake_230331	lp__	mean	268932442.94535923
L95	snake_230331	lp__	se_mean	0.04137528134113567
L95	snake_230331	lp__	sd	1.195175425378988
L95	snake_230331	lp__	x2.5	268932440.0375518
L95	snake_230331	lp__	x25	268932442.3734147
L95	snake_230331	lp__	x50	268932443.2429183
L95	snake_230331	lp__	x75	268932443.84954685
L95	snake_230331	lp__	x97.5	268932444.3313089
L95	snake_230331	lp__	n_eff	834.413630483904
L95	snake_230331	lp__	Rhat	1.0024258777368795
L96	snake_230412	mixing_Sup	mean	0.8599451765459445
L96	snake_230412	mixing_Sup	se_mean	7.759223198292443e-5
L96	snake_230412	mixing_Sup	sd	0.0024713467588554
L96	snake_230412	mixing_Sup	x2.5	0.8546808111216768
L96	snake_230412	mixing_Sup	x25	0.8583649804183584
L96	snake_230412	mixing_Sup	x50	0.8600284308271824
L96	snake_230412	mixing_Sup	x75	0.861668670922797
L96	snake_230412	mixing_Sup	x97.5	0.8646213951429527
L96	snake_230412	mixing_Sup	n_eff	1014.4505525084212
L96	snake_230412	mixing_Sup	Rhat	1.0014148682526025
L96	snake_230412	mixing_Pellet	mean	0.1301343577965331
L96	snake_230412	mixing_Pellet	se_mean	8.05635671451287e-5
L96	snake_230412	mixing_Pellet	sd	0.00230810713637273
L96	snake_230412	mixing_Pellet	x2.5	0.12586305542329165
L96	snake_230412	mixing_Pellet	x25	0.12856105136514867
L96	snake_230412	mixing_Pellet	x50	0.13011208451992196
L96	snake_230412	mixing_Pellet	x75	0.13165064548028205
L96	snake_230412	mixing_Pellet	x97.5	0.1346906313024945
L96	snake_230412	mixing_Pellet	n_eff	820.7947175550736
L96	snake_230412	mixing_Pellet	Rhat	1.0027262563308597
L96	snake_230412	phi	mean	101.02697123484104
L96	snake_230412	phi	se_mean	0.07031368733858197
L96	snake_230412	phi	sd	2.432945902157958
L96	snake_230412	phi	x2.5	96.46469815394155
L96	snake_230412	phi	x25	99.23050161890072
L96	snake_230412	phi	x50	101.03951804903676
L96	snake_230412	phi	x75	102.78306217622188
L96	snake_230412	phi	x97.5	105.69734131124446
L96	snake_230412	phi	n_eff	1197.250859721247
L96	snake_230412	phi	Rhat	1.0033093163395297
L96	snake_230412	lp__	mean	169791716.8822169
L96	snake_230412	lp__	se_mean	0.05060791586923121
L96	snake_230412	lp__	sd	1.2969422505851895
L96	snake_230412	lp__	x2.5	169791713.3792588
L96	snake_230412	lp__	x25	169791716.36269367
L96	snake_230412	lp__	x50	169791717.22388935
L96	snake_230412	lp__	x75	169791717.79351497
L96	snake_230412	lp__	x97.5	169791718.32427627
L96	snake_230412	lp__	n_eff	656.7564880697112
L96	snake_230412	lp__	Rhat	1.0095106625213086
L97	snake_230412	mixing_Sup	mean	0.9127388722741676
L97	snake_230412	mixing_Sup	se_mean	6.286480770938081e-5
L97	snake_230412	mixing_Sup	sd	0.00191797153070869
L97	snake_230412	mixing_Sup	x2.5	0.9088086998184972
L97	snake_230412	mixing_Sup	x25	0.9115033953832624
L97	snake_230412	mixing_Sup	x50	0.9127595547483408
L97	snake_230412	mixing_Sup	x75	0.9139776888003562
L97	snake_230412	mixing_Sup	x97.5	0.9164057431679608
L97	snake_230412	mixing_Sup	n_eff	930.82733827244
L97	snake_230412	mixing_Sup	Rhat	1.00258031306455
L97	snake_230412	mixing_Pellet	mean	0.19892477277177617
L97	snake_230412	mixing_Pellet	se_mean	7.907460939338002e-5
L97	snake_230412	mixing_Pellet	sd	0.00207489806096709
L97	snake_230412	mixing_Pellet	x2.5	0.19476017216093533
L97	snake_230412	mixing_Pellet	x25	0.19758626400512264
L97	snake_230412	mixing_Pellet	x50	0.1988914224512004
L97	snake_230412	mixing_Pellet	x75	0.20036218099097425
L97	snake_230412	mixing_Pellet	x97.5	0.20298727173839995
L97	snake_230412	mixing_Pellet	n_eff	688.5245325835065
L97	snake_230412	mixing_Pellet	Rhat	1.0037200942146505
L97	snake_230412	phi	mean	257.0880224234626
L97	snake_230412	phi	se_mean	0.22946951812129476
L97	snake_230412	phi	sd	6.904108409543674
L97	snake_230412	phi	x2.5	243.75958836617357
L97	snake_230412	phi	x25	252.26849478596455
L97	snake_230412	phi	x50	256.76565624210775
L97	snake_230412	phi	x75	261.87437791085677
L97	snake_230412	phi	x97.5	270.70611046736667
L97	snake_230412	phi	n_eff	905.2430453648212
L97	snake_230412	phi	Rhat	1.0028073359624254
L97	snake_230412	lp__	mean	183563325.96177337
L97	snake_230412	lp__	se_mean	0.04833839901443537
L97	snake_230412	lp__	sd	1.210876709678298
L97	snake_230412	lp__	x2.5	183563322.9340474
L97	snake_230412	lp__	x25	183563325.4418492
L97	snake_230412	lp__	x50	183563326.27563092
L97	snake_230412	lp__	x75	183563326.8293415
L97	snake_230412	lp__	x97.5	183563327.3033293
L97	snake_230412	lp__	n_eff	627.5023076016539
L97	snake_230412	lp__	Rhat	1.008243000716055
L98	snake_230412	mixing_Sup	mean	0.810859851553254
L98	snake_230412	mixing_Sup	se_mean	6.37566411732492e-5
L98	snake_230412	mixing_Sup	sd	0.00213382933696162
L98	snake_230412	mixing_Sup	x2.5	0.8066762299830105
L98	snake_230412	mixing_Sup	x25	0.8094342286489429
L98	snake_230412	mixing_Sup	x50	0.8108495863977674
L98	snake_230412	mixing_Sup	x75	0.8122909660528318
L98	snake_230412	mixing_Sup	x97.5	0.8149557098896595
L98	snake_230412	mixing_Sup	n_eff	1120.130194870798
L98	snake_230412	mixing_Sup	Rhat	0.9996269847422408
L98	snake_230412	mixing_Pellet	mean	0.21931330335928623
L98	snake_230412	mixing_Pellet	se_mean	4.7693699631286206e-5
L98	snake_230412	mixing_Pellet	sd	0.00152307181332465
L98	snake_230412	mixing_Pellet	x2.5	0.21632912698661733
L98	snake_230412	mixing_Pellet	x25	0.21825786845215023
L98	snake_230412	mixing_Pellet	x50	0.21927212288675493
L98	snake_230412	mixing_Pellet	x75	0.2203036073218786
L98	snake_230412	mixing_Pellet	x97.5	0.22234226504648483
L98	snake_230412	mixing_Pellet	n_eff	1019.808758178089
L98	snake_230412	mixing_Pellet	Rhat	1.0012633289337962
L98	snake_230412	phi	mean	223.8552973904125
L98	snake_230412	phi	se_mean	0.1887204003958237
L98	snake_230412	phi	sd	5.927671261916725
L98	snake_230412	phi	x2.5	212.17629917295653
L98	snake_230412	phi	x25	219.95829805412143
L98	snake_230412	phi	x50	223.67347082621507
L98	snake_230412	phi	x75	227.71084833259363
L98	snake_230412	phi	x97.5	236.1940600683467
L98	snake_230412	phi	n_eff	986.5759453265712
L98	snake_230412	phi	Rhat	1.0076703285353747
L98	snake_230412	lp__	mean	174709000.73598692
L98	snake_230412	lp__	se_mean	0.04404592381961655
L98	snake_230412	lp__	sd	1.2571441961562433
L98	snake_230412	lp__	x2.5	174708997.4578132
L98	snake_230412	lp__	x25	174709000.1403109
L98	snake_230412	lp__	x50	174709001.04523343
L98	snake_230412	lp__	x75	174709001.6818843
L98	snake_230412	lp__	x97.5	174709002.212762
L98	snake_230412	lp__	n_eff	814.6268922414905
L98	snake_230412	lp__	Rhat	1.0013137533271952
L99	snake_230412	mixing_Sup	mean	0.8644760558821605
L99	snake_230412	mixing_Sup	se_mean	5.273186993137408e-5
L99	snake_230412	mixing_Sup	sd	0.00170729151711605
L99	snake_230412	mixing_Sup	x2.5	0.8611015848765681
L99	snake_230412	mixing_Sup	x25	0.8633338600974709
L99	snake_230412	mixing_Sup	x50	0.8645159345085418
L99	snake_230412	mixing_Sup	x75	0.8656245526494752
L99	snake_230412	mixing_Sup	x97.5	0.8678455495076899
L99	snake_230412	mixing_Sup	n_eff	1048.2600157586728
L99	snake_230412	mixing_Sup	Rhat	1.001449948987165
L99	snake_230412	mixing_Pellet	mean	0.1612824778038801
L99	snake_230412	mixing_Pellet	se_mean	5.675972438251366e-5
L99	snake_230412	mixing_Pellet	sd	0.00166374031086523
L99	snake_230412	mixing_Pellet	x2.5	0.1581132791380273
L99	snake_230412	mixing_Pellet	x25	0.1601737063286441
L99	snake_230412	mixing_Pellet	x50	0.16125909757320203
