"Distance","Absorbance","Fraction.Number","Fraction.Volume.ml.","Strain","Treatment","Rep","Sample.index","Protein","Offset","Distance.adj","Absorbance.adj","Absorbance.norm"
18.54,0.052549,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.54,0.049549,0.000101509183779586
18.57,0.052423,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.57,0.049423,0.000101251052290429
18.6,0.052273,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.6,0.049273,0.000100943752898576
18.63,0.052194,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.63,0.049194,0.0001007819085522
18.66,0.052162,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.66,0.049162,0.000100716351348604
18.69,0.052121,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.69,0.049121,0.000100632356181498
18.72,0.052051,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.72,0.049051,0.000100488949798633
18.75,0.051953,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.75,0.048953,0.000100288180862622
18.78,0.051817,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.78,0.048817,0.000100009562747342
18.81,0.051722,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.81,0.048722,9.98149397991682e-05
18.84,0.051645,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.84,0.048645,9.96571927780169e-05
18.87,0.051607,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.87,0.048607,9.95793435987474e-05
18.9,0.051582,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.9,0.048582,9.95281270334385e-05
18.93,0.051639,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.93,0.048639,9.96449008023427e-05
18.96,0.051769,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.96,0.048769,9.99112269419489e-05
18.99,0.051909,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.99,0.048909,0.000100198039707679
19.02,0.052001,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,19.02,0.049001,0.000100386516668015
