"Distance","Absorbance","Fraction.Number","Fraction.Volume.ml.","Strain","Treatment","Rep","Sample.index","Protein","Offset","Distance.adj","Absorbance.adj","Absorbance.norm"
15.6,0.083397,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.6,0.080397,0.000180361967671738
15.63,0.083355,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.63,0.080355,0.000180267745217638
15.66,0.083384,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.66,0.080384,0.000180332803578802
15.69,0.083435,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.69,0.080435,0.00018044721655878
15.72,0.083422,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.72,0.080422,0.000180418052465844
15.75,0.083431,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.75,0.080431,0.000180438242991723
15.78,0.083327,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.78,0.080327,0.000180204930248239
15.81,0.083216,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.81,0.080216,0.000179955913762405
15.84,0.083111,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.84,0.080111,0.000179720357627157
15.87,0.083003,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.87,0.080003,0.000179478071316617
15.9,0.08293,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.9,0.07993,0.000179314303717825
15.93,0.082886,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.93,0.079886,0.000179215594480197
15.96,0.082718,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.96,0.079718,0.000178838704663801
15.99,0.082527,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,15.99,0.079527,0.000178410216836826
16.02,0.082442,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.02,0.079442,0.000178219528536863
16.05,0.082407,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.05,0.079407,0.000178141009825114
16.08,0.082283,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.08,0.079283,0.000177862829246345
16.11,0.082121,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.11,0.079121,0.000177499399780533
16.14,0.081883,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.14,0.078883,0.000176965472540638
16.17,0.081649,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.17,0.078649,0.0001764405188678
16.2,0.081449,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.2,0.078449,0.000175991840514946
16.23,0.081167,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.23,0.078167,0.000175359204037423
16.26,0.080945,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.26,0.077945,0.000174861171065756
16.29,0.0807,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.29,0.0777,0.000174311540083511
16.32,0.080596,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.32,0.077596,0.000174078227340027
16.35,0.080342,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.35,0.077342,0.000173508405831903
16.38,0.079945,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.38,0.076945,0.000172617779301489
16.41,0.079717,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.41,0.076717,0.000172106285979237
16.44,0.079352,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.44,0.076352,0.000171287447985279
16.47,0.079054,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.47,0.076054,0.000170618917239528
16.5,0.078759,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.5,0.075759,0.000169957116669069
16.53,0.078458,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.53,0.075458,0.000169281855748025
16.56,0.07816,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.56,0.07516,0.000168613325002274
16.59,0.077814,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.59,0.074814,0.000167837111451837
16.62,0.077522,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.62,0.074522,0.000167182041056672
16.65,0.077205,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.65,0.074205,0.000166470885867399
16.68,0.076872,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.68,0.073872,0.000165723836409898
16.72,0.076574,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.72,0.073574,0.000165055305664147
16.74,0.07626,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.74,0.07326,0.000164350880650167
16.77,0.075936,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.77,0.072936,0.000163624021718545
16.8,0.075575,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.8,0.072575,0.000162814157291645
16.83,0.075241,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.83,0.072241,0.00016206486444238
16.86,0.074959,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.86,0.071959,0.000161432227964856
16.89,0.074572,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.89,0.071572,0.000160564035352085
16.93,0.074318,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.93,0.071318,0.000159994213843962
16.95,0.074036,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.95,0.071036,0.000159361577366438
16.98,0.073636,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,16.98,0.070636,0.000158464220660732
17.01,0.073329,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.01,0.070329,0.000157775499389102
17.04,0.072948,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.04,0.069948,0.000156920767126916
17.07,0.072593,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.07,0.069593,0.000156124363050602
17.1,0.072257,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.1,0.069257,0.000155370583417808
17.13,0.071952,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.13,0.068952,0.000154686348929707
17.16,0.071584,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.16,0.068584,0.000153860780760457
17.19,0.071318,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.19,0.068318,0.000153264038551162
17.22,0.070975,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.22,0.067975,0.000152494555176019
17.25,0.070636,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.25,0.067636,0.000151734045367932
17.28,0.070236,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.28,0.067236,0.000150836688662226
17.31,0.069856,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.31,0.066856,0.000149984199791804
17.34,0.069516,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.34,0.066516,0.000149221446591954
17.37,0.069278,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.37,0.066278,0.000148687519352058
17.4,0.068983,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.4,0.065983,0.0001480257187816
17.43,0.06866,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.43,0.06566,0.000147301103241741
17.46,0.068419,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.46,0.065419,0.000146760445826553
17.49,0.068067,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.49,0.065067,0.000145970771925531
17.52,0.067765,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.52,0.064765,0.000145293267612723
17.55,0.067524,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.55,0.064524,0.000144752610197535
17.58,0.067185,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.58,0.064185,0.000143992100389448
17.61,0.066915,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.61,0.063915,0.000143386384613096
17.64,0.066585,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.64,0.063585,0.000142646065330888
17.67,0.066249,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.67,0.063249,0.000141892285698095
17.7,0.066046,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.7,0.063046,0.000141436877169949
17.73,0.065859,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.73,0.062859,0.000141017362910031
17.76,0.065716,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.76,0.062716,0.000140696557887741
17.79,0.065418,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.79,0.062418,0.000140028027141989
17.82,0.065152,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.82,0.062152,0.000139431284932694
17.85,0.064949,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.85,0.061949,0.000138975876404548
17.88,0.064726,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.88,0.061726,0.000138475600041117
17.91,0.064527,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.91,0.061527,0.000138029165080028
17.94,0.064257,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.94,0.061257,0.000137423449303676
17.97,0.064098,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,17.97,0.061098,0.000137066750013157
18,0.06388,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18,0.06088,0.000136577690608547
18.03,0.063632,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.03,0.060632,0.000136021329451009
18.06,0.063474,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.06,0.060474,0.000135666873552255
18.09,0.063207,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.09,0.060207,0.000135067887951196
18.12,0.062903,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.12,0.059903,0.000134385896854859
18.15,0.0627,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.15,0.0597,0.000133930488326713
18.18,0.06243,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.18,0.05943,0.000133324772550361
18.21,0.062176,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.21,0.059176,0.000132754951042237
18.24,0.061862,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.24,0.058862,0.000132050526028257
18.27,0.061596,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.27,0.058596,0.000131453783818963
18.3,0.061355,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.3,0.058355,0.000130913126403774
18.33,0.061161,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.33,0.058161,0.000130477908401507
18.36,0.06099,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.36,0.05799,0.000130094288409817
18.39,0.060819,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.39,0.057819,0.000129710668418127
18.42,0.060581,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.42,0.057581,0.000129176741178232
18.45,0.0604,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.45,0.0574,0.0001287706872689
18.48,0.060134,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.48,0.057134,0.000128173945059605
18.51,0.059934,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.51,0.056934,0.000127725266706752
18.54,0.059807,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.54,0.056807,0.00012744035595269
18.57,0.059604,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.57,0.056604,0.000126984947424544
18.6,0.059496,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.6,0.056496,0.000126742661114003
18.63,0.059302,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.63,0.056302,0.000126307443111735
18.66,0.059134,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.66,0.056134,0.000125930553295338
18.69,0.058979,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.69,0.055979,0.000125582827571877
18.72,0.058776,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.72,0.055776,0.000125127419043731
18.75,0.058662,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.75,0.055662,0.000124871672382605
18.78,0.058522,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.78,0.055522,0.000124557597535607
18.81,0.058383,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.81,0.055383,0.000124245766080374
18.84,0.058145,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.84,0.055145,0.000123711838840479
18.87,0.057916,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.87,0.054916,0.000123198102126462
18.9,0.057802,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.9,0.054802,0.000122942355465335
18.93,0.057567,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.93,0.054567,0.000122415158400733
18.96,0.057368,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.96,0.054368,0.000121968723439644
18.99,0.057193,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,18.99,0.054193,0.000121576129880897
19.02,0.05705,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,19.02,0.05405,0.000121255324858607
19.05,0.056876,NA,NA,"yHG38","mock","rep1",1,"eIF4E",0,19.05,0.053876,0.000120864974691624
